=== DETALHAMENTO POR BRANCH (Últimos 10 Commits) ===
Data de Geração: 02/10/2025 17:21:19
""
Projeto,Grupo,Branch,Usuários,Total Commits,Commits com IA,% IA,Commits sem IA,% sem IA
scr_crd_pf_ger_ger_lebes,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,master,1,1,0,0.0,1,100.0
pwl-change-version,marketing-services/bluebox,main,1,1,0,0.0,1,100.0
AIOps,caio.alves,main,1,1,0,0.0,1,100.0
scr_crd_pf_ger_ger_claro,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,homolog,3,7,0,0.0,7,100.0
scr_crd_pf_ger_ger_claro,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,master,3,8,0,0.0,8,100.0
study_nucleafat,analytics/plataforma-analytics/modelos-cea/study,homolog,1,1,0,0.0,1,100.0
study_nucleafat,analytics/plataforma-analytics/modelos-cea/study,master,1,1,0,0.0,1,100.0
report-platform-auth-server-produtos,argocd,master,3,4,0,0.0,4,100.0
scr_prp_pj_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/propensao/2025/pj,homolog,1,1,0,0.0,1,100.0
scr_prp_pj_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/propensao/2025/pj,master,1,1,0,0.0,1,100.0
ic-flex-if-bff,leandro.glima,development,2,10,0,0.0,10,100.0
ic-flex-if-bff,leandro.glima,homolog,3,10,0,0.0,10,100.0
ic-flex-if-bff,leandro.glima,main,1,1,0,0.0,1,100.0
default_magalu1,analytics/plataforma-analytics/modelos-indicador/default,homolog,1,1,0,0.0,1,100.0
default_magalu1,analytics/plataforma-analytics/modelos-indicador/default,master,1,1,0,0.0,1,100.0
default_indi,analytics/plataforma-analytics/modelos-indicador/default,homolog,3,10,0,0.0,10,100.0
default_indi,analytics/plataforma-analytics/modelos-indicador/default,master,3,10,0,0.0,10,100.0
report-platform-core-application-produtos,argocd,master,2,2,0,0.0,2,100.0
report-platform-product-config-produtos,argocd,master,2,3,0,0.0,3,100.0
report-platform-data-services-support-produtos,argocd,master,1,1,0,0.0,1,100.0
report-platform-data-services-produtos,argocd,master,2,3,0,0.0,3,100.0
gfs-produtos,argocd,master,2,2,0,0.0,2,100.0
cypress-data2-us,argocd,master,1,2,0,0.0,2,100.0
scr_crd_pj_sta_deploy_v08,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pj,homolog,2,10,0,0.0,10,100.0
scr_crd_pj_sta_deploy_v08,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pj,master,2,10,0,0.0,10,100.0
default_rpfccscv4,analytics/plataforma-analytics/modelos-indicador/default,homolog,3,7,0,0.0,7,100.0
default_rpfccscv4,analytics/plataforma-analytics/modelos-indicador/default,master,3,8,0,0.0,8,100.0
account-service,tech/site-reliability-engineering/jornada-do-cliente/customer-portal,main,2,7,0,0.0,7,100.0
scr_crd_pj_sta_deploy_v07,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pj,homolog,3,6,0,0.0,6,100.0
scr_crd_pj_sta_deploy_v07,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pj,master,3,7,0,0.0,7,100.0
Inquiries,tech/bigdata/data-analytics,main,1,1,0,0.0,1,100.0
Inquiries,tech/bigdata/data-analytics,master,1,1,0,0.0,1,100.0
Consumer Header,tech/bigdata/data-analytics,main,1,1,0,0.0,1,100.0
Consumer Header,tech/bigdata/data-analytics,master,1,1,0,0.0,1,100.0
default_icvarejolimit,analytics/plataforma-analytics/modelos-indicador/default,homolog,3,7,0,0.0,7,100.0
default_icvarejolimit,analytics/plataforma-analytics/modelos-indicador/default,master,3,8,0,0.0,8,100.0
Commercial Header,tech/bigdata/data-analytics,main,1,1,0,0.0,1,100.0
Commercial Header,tech/bigdata/data-analytics,master,1,1,0,0.0,1,100.0
Boards of Trade,tech/bigdata/data-analytics,main,1,1,0,0.0,1,100.0
Boards of Trade,tech/bigdata/data-analytics,master,1,1,0,0.0,1,100.0
Bad Checks,tech/bigdata/data-analytics,main,1,1,0,0.0,1,100.0
Bad Checks,tech/bigdata/data-analytics,master,1,1,0,0.0,1,100.0
Lawsuits,tech/bigdata/data-analytics,main,1,1,0,0.0,1,100.0
Lawsuits,tech/bigdata/data-analytics,master,1,1,0,0.0,1,100.0
Trades,tech/bigdata/data-analytics,main,1,1,0,0.0,1,100.0
Trades,tech/bigdata/data-analytics,master,1,1,0,0.0,1,100.0
Notaries,tech/bigdata/data-analytics,main,1,1,0,0.0,1,100.0
Notaries,tech/bigdata/data-analytics,master,1,1,0,0.0,1,100.0
BigQuery-pubsub-script,gabriel.ssilva,main,1,3,0,0.0,3,100.0
teste-sre1-tech,argocd,master,1,1,0,0.0,1,100.0
gbp-files-encrypt,analytics/plataforma-analytics/bvsas,development,3,10,0,0.0,10,100.0
gbp-files-encrypt,analytics/plataforma-analytics/bvsas,homolog,3,10,0,0.0,10,100.0
gbp-files-encrypt,analytics/plataforma-analytics/bvsas,main,3,10,0,0.0,10,100.0
teste-sre-tech,argocd,master,2,6,0,0.0,6,100.0
teste-sre2-tech,argocd,master,2,7,0,0.0,7,100.0
config-template,gabriel.lacanna,master,2,10,0,0.0,10,100.0
report-platform-healthcheck,tech/site-reliability-engineering/report-platform/backoffice,main,3,10,0,0.0,10,100.0
report-platform-healthcheck,report-platform/backoffice,development,4,10,0,0.0,10,100.0
report-platform-healthcheck,report-platform/backoffice,homolog,4,10,0,0.0,10,100.0
report-platform-healthcheck,report-platform/backoffice,main,4,10,0,0.0,10,100.0
relatorio-credito-pj-front,tech/site-reliability-engineering/credit-services/relatorio-credito-pj,main,2,10,0,0.0,10,100.0
relatorio-credito-pj-bff,tech/site-reliability-engineering/credit-services/relatorio-credito-pj,main,2,10,0,0.0,10,100.0
default_magalu,analytics/plataforma-analytics/modelos-indicador/default,homolog,1,1,0,0.0,1,100.0
default_magalu,analytics/plataforma-analytics/modelos-indicador/default,master,1,1,0,0.0,1,100.0
di-cdc-konduto-data-us,argocd,master,1,1,0,0.0,1,100.0
di-cdc-konduto,tech/site-reliability-engineering/data/dados-inovacao/batch,main,2,3,0,0.0,3,100.0
d2c-efx-fortress-notification,tech/bigdata/data-engineering/d2c,main,2,4,0,0.0,4,100.0
correios-adapter,vinicius.salvador,main,2,10,0,0.0,10,100.0
di-cdc-konduto,data/dados-inovacao/batch,development,1,10,0,0.0,10,100.0
di-cdc-konduto,data/dados-inovacao/batch,homolog,1,1,0,0.0,1,100.0
di-cdc-konduto,data/dados-inovacao/batch,main,1,1,0,0.0,1,100.0
scr_crd_pf_ccr_banc_bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_ccr_banc_bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,master,1,1,0,0.0,1,100.0
test_testemodelonome,analytics/plataforma-analytics/modelos-cea/test,homolog,1,1,0,0.0,1,100.0
test_testemodelonome,analytics/plataforma-analytics/modelos-cea/test,master,1,1,0,0.0,1,100.0
scr_crd_pf_ccr_banc_modeloteste,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_ccr_banc_modeloteste,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,master,1,1,0,0.0,1,100.0
extrator-remessas,data/protestos-aquisicao/data-engineering/command,main,1,5,0,0.0,5,100.0
dag-monitoring,analytics/plataforma-analytics/dags,development,2,9,0,0.0,9,100.0
dag-monitoring,analytics/plataforma-analytics/dags,homolog,2,9,0,0.0,9,100.0
dag-monitoring,analytics/plataforma-analytics/dags,main,2,9,0,0.0,9,100.0
Shipping Portal Bff,recuperacao/negativacao-estrategica/shipping-portal,development,4,10,0,0.0,10,100.0
Shipping Portal Bff,recuperacao/negativacao-estrategica/shipping-portal,homolog,3,10,0,0.0,10,100.0
Shipping Portal Bff,recuperacao/negativacao-estrategica/shipping-portal,main,3,10,0,0.0,10,100.0
default_icfinancialsmb,analytics/plataforma-analytics/modelos-indicador/default,homolog,3,6,0,0.0,6,100.0
default_icfinancialsmb,analytics/plataforma-analytics/modelos-indicador/default,master,3,7,0,0.0,7,100.0
Monitoramento Dw Serv Cont,theo.kulessa,main,2,4,0,0.0,4,100.0
mon-ai-api,tech/monitoramento-batch,development,2,10,0,0.0,10,100.0
mon-ai-api,tech/monitoramento-batch,main,2,2,0,0.0,2,100.0
Litmus-Chaos-Argo-Plugin,tech/site-reliability-engineering/devops-tools,main,2,10,0,0.0,10,100.0
scr_crd_pf_ger_ger_casasbahialoja,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,homolog,3,10,0,0.0,10,100.0
scr_crd_pf_ger_ger_casasbahialoja,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,master,3,10,0,0.0,10,100.0
mon-ai-java-api,tech/monitoramento-batch,development,4,7,0,0.0,7,100.0
mon-ai-java-api,tech/monitoramento-batch,homolog,2,2,0,0.0,2,100.0
mon-ai-java-api,tech/monitoramento-batch,main,2,2,0,0.0,2,100.0
monitoramento-batch-tech-sp,argocd,master,2,2,0,0.0,2,100.0
portal-frontend,tech/site-reliability-engineering/jornada-do-cliente/customer-portal,main,2,2,0,0.0,2,100.0
ocelot,tech/bigdata/data-engineering/jaguar,main,1,1,0,0.0,1,100.0
Monitoramento DW,theo.kulessa,main,1,10,0,0.0,10,100.0
scr_crd_pf_ger_ger_magalu,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,homolog,3,6,0,0.0,6,100.0
scr_crd_pf_ger_ger_magalu,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,master,3,7,0,0.0,7,100.0
metric-store-template-sql,analytics/plataforma-analytics/metric-store,development,2,2,0,0.0,2,100.0
metric-store-template-sql,analytics/plataforma-analytics/metric-store,homolog,1,1,0,0.0,1,100.0
metric-store-template-sql,analytics/plataforma-analytics/metric-store,main,1,1,0,0.0,1,100.0
scr_crd_pj_sta_deploy_v1,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pj,homolog,1,1,0,0.0,1,100.0
scr_crd_pj_sta_deploy_v1,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pj,master,1,1,0,0.0,1,100.0
teste1,backoffice/rpa/uipath-ebv,main,1,1,0,0.0,1,100.0
cert-customer-portal-canais-sp,argocd,master,1,1,0,0.0,1,100.0
iceberg-feature-store,analytics/plataforma-analytics/bvsas/cea-hist-feature-store,main,1,1,0,0.0,1,100.0
scr_bhv_pj_ger_ger_bradesco,analytics/plataforma-analytics/modelos-cea/customizado/behaviour/2025/pj,homolog,1,1,0,0.0,1,100.0
scr_bhv_pj_ger_ger_bradesco,analytics/plataforma-analytics/modelos-cea/customizado/behaviour/2025/pj,master,1,1,0,0.0,1,100.0
customer-portal-fe,backoffice/efx4biz,development,2,10,0,0.0,10,100.0
customer-portal-fe,backoffice/efx4biz,homolog,2,10,0,0.0,10,100.0
customer-portal-fe,backoffice/efx4biz,main,2,10,0,0.0,10,100.0
scr_frd_pf_ger_sympla_fraude,analytics/plataforma-analytics/modelos-cea/customizado/fraude/2025/pf,homolog,1,1,0,0.0,1,100.0
scr_frd_pf_ger_sympla_fraude,analytics/plataforma-analytics/modelos-cea/customizado/fraude/2025/pf,master,1,1,0,0.0,1,100.0
forge-rq-model-train,konduto/mle,master,3,8,0,0.0,8,100.0
dm-bacen-parcelados,daniel.azevedo,homolog,1,3,0,0.0,3,100.0
dm-bacen-parcelados,daniel.azevedo,main,1,1,0,0.0,1,100.0
shipping-portal-bff,recuperacao/negativacao-estrategica,development,1,1,0,0.0,1,100.0
shipping-portal-bff,recuperacao/negativacao-estrategica,homolog,1,1,0,0.0,1,100.0
shipping-portal-bff,recuperacao/negativacao-estrategica,main,1,1,0,0.0,1,100.0
otel-collector,tech/site-reliability-engineering/devops-tools,main,1,10,0,0.0,10,100.0
test_mlpipeline,analytics/plataforma-analytics/modelos-cea/test,homolog,1,1,0,0.0,1,100.0
test_mlpipeline,analytics/plataforma-analytics/modelos-cea/test,master,1,1,0,0.0,1,100.0
di-pgfn-api-score,tech/site-reliability-engineering/data/dados-alternativos,main,2,2,0,0.0,2,100.0
di-flight-control,data/dados-inovacao/batch,development,2,10,0,0.0,10,100.0
di-flight-control,data/dados-inovacao/batch,homolog,1,1,0,0.0,1,100.0
di-flight-control,data/dados-inovacao/batch,main,1,1,0,0.0,1,100.0
kube-get-infos,caio.alves,main,2,4,0,0.0,4,100.0
di-dados-publicos,data/dados-inovacao/batch/dados-publicos,development,2,10,0,0.0,10,100.0
di-dados-publicos,data/dados-inovacao/batch/dados-publicos,homolog,2,10,0,0.0,10,100.0
di-dados-publicos,data/dados-inovacao/batch/dados-publicos,main,4,10,0,0.0,10,100.0
dm-bacen-rotativos,analytics/plataforma-analytics/dags/dw-analytics,homolog,3,10,0,0.0,10,100.0
dm-bacen-rotativos,analytics/plataforma-analytics/dags/dw-analytics,main,3,10,0,0.0,10,100.0
di-pgfn-api-score,data/dados-inovacao,development,1,1,0,0.0,1,100.0
di-pgfn-api-score,data/dados-inovacao,homolog,1,1,0,0.0,1,100.0
di-pgfn-api-score,data/dados-inovacao,main,1,1,0,0.0,1,100.0
scr_crd_pf_vei_ger_safra,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_vei_ger_safra,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,master,1,1,0,0.0,1,100.0
scr_crd_pf_imo_ger_p7featimo,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,homolog,3,9,0,0.0,9,100.0
scr_crd_pf_imo_ger_p7featimo,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,master,3,10,0,0.0,10,100.0
scr_crd_pf_ger_ger_grupopereira,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,homolog,3,7,0,0.0,7,100.0
scr_crd_pf_ger_ger_grupopereira,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,master,3,8,0,0.0,8,100.0
scr_crd_pf_ccr_ger_afinz,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,homolog,3,7,0,0.0,7,100.0
scr_crd_pf_ccr_ger_afinz,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,master,3,8,0,0.0,8,100.0
default_faixasp6p7,analytics/plataforma-analytics/modelos-indicador/default,homolog,3,6,0,0.0,6,100.0
default_faixasp6p7,analytics/plataforma-analytics/modelos-indicador/default,master,3,7,0,0.0,7,100.0
scr_crd_pf_mix_ger_p7featmix,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,homolog,2,10,0,0.0,10,100.0
scr_crd_pf_mix_ger_p7featmix,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,master,2,10,0,0.0,10,100.0
metric-store-data2-us,argocd,master,5,8,0,0.0,8,100.0
template-fastapi,tech/site-reliability-engineering/analytics/plataforma-analytics/metric-store,main,2,3,0,0.0,3,100.0
report-platform-grupo-economico,tech/site-reliability-engineering/report-platform/data-services,main,2,10,0,0.0,10,100.0
report-platform-balanco-patrimonial,tech/site-reliability-engineering/report-platform/data-services,main,2,2,0,0.0,2,100.0
metric-store-book,tech/site-reliability-engineering/analytics/plataforma-analytics/metric-store,main,2,10,0,0.0,10,100.0
report-platform-grupo-economico,report-platform/data-services,development,2,10,0,0.0,10,100.0
report-platform-grupo-economico,report-platform/data-services,homolog,4,10,0,0.0,10,100.0
report-platform-grupo-economico,report-platform/data-services,main,4,10,0,0.0,10,100.0
metric-store-delivery,tech/site-reliability-engineering/analytics/plataforma-analytics/metric-store,main,2,10,0,0.0,10,100.0
metric-store-calculation,tech/site-reliability-engineering/analytics/plataforma-analytics/metric-store,main,2,10,0,0.0,10,100.0
scr_crd_pf_crp_ger_99app2,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,homolog,3,8,0,0.0,8,100.0
scr_crd_pf_crp_ger_99app2,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,master,3,9,0,0.0,9,100.0
scr_crd_pf_crp_ger_99app,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_crp_ger_99app,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,master,1,1,0,0.0,1,100.0
secondary-codcos-onboarding,backoffice/batch,development,4,10,0,0.0,10,100.0
secondary-codcos-onboarding,backoffice/batch,homolog,4,10,0,0.0,10,100.0
secondary-codcos-onboarding,backoffice/batch,main,4,10,0,0.0,10,100.0
scr_crd_pf_ger_ger_casasbahia,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_ger_ger_casasbahia,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,master,1,1,0,0.0,1,100.0
troca-de-informacoes-bra,thullyo.castilho,master,6,10,0,0.0,10,100.0
model-monitor-tests,analytics/monitoramento,development,2,10,0,0.0,10,100.0
model-monitor-tests,analytics/monitoramento,homolog,2,10,0,0.0,10,100.0
model-monitor-tests,analytics/monitoramento,main,1,1,0,0.0,1,100.0
shared,igor.borges,main,1,1,0,0.0,1,100.0
metric-store-engine,analytics/plataforma-analytics/metric-store,development,2,10,0,0.0,10,100.0
metric-store-engine,analytics/plataforma-analytics/metric-store,homolog,2,10,0,0.0,10,100.0
metric-store-engine,analytics/plataforma-analytics/metric-store,main,2,10,0,0.0,10,100.0
scr_crd_pf_ger_ger_safra,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_ger_ger_safra,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,master,1,1,0,0.0,1,100.0
scr_crd_pf_deploy_pnm_v3,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,homolog,2,10,0,0.0,10,100.0
scr_crd_pf_deploy_pnm_v3,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,master,2,10,0,0.0,10,100.0
dag-encrypt-decrypt-files-pgp,analytics/plataforma-analytics/ignite,development,1,10,0,0.0,10,100.0
dag-encrypt-decrypt-files-pgp,analytics/plataforma-analytics/ignite,homolog,1,10,0,0.0,10,100.0
dag-encrypt-decrypt-files-pgp,analytics/plataforma-analytics/ignite,main,1,10,0,0.0,10,100.0
scr_crd_pf_crp_ger_p7featcrp,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,homolog,3,8,0,0.0,8,100.0
scr_crd_pf_crp_ger_p7featcrp,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,master,3,9,0,0.0,9,100.0
scr_crd_pf_ger_ger_99,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,homolog,1,1,0,0.0,1,100.0
scr_crd_pf_ger_ger_99,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,master,1,1,0,0.0,1,100.0
teste-sa,tech/bigdata/platform/sandbox,main,1,1,0,0.0,1,100.0
scpc-portal,tech/site-reliability-engineering/recuperacao/negativacao-estrategica/scpc-notification,main,3,10,0,0.0,10,100.0
scr_crd_pf_vei_ger_p7featvei,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,homolog,3,8,0,0.0,8,100.0
scr_crd_pf_vei_ger_p7featvei,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,master,1,1,0,0.0,1,100.0
shared,credit-services/relatorio-credito-pf/base,main,1,10,0,0.0,10,100.0
report-platform-product-config-frontend-cert,report-platform,development,3,10,0,0.0,10,100.0
scpc-portal,recuperacao/negativacao-estrategica/scpc-notification,development,2,10,0,0.0,10,100.0
scpc-portal,recuperacao/negativacao-estrategica/scpc-notification,homolog,2,10,0,0.0,10,100.0
scpc-portal,recuperacao/negativacao-estrategica/scpc-notification,main,1,1,0,0.0,1,100.0
relatorio-credito-pf-base-ejb,tech/site-reliability-engineering/credit-services/relatorio-credito-pf/base,main,1,10,0,0.0,10,100.0
bvsas-feature-importances,analytics/modelagem/ferramentas,main,2,10,0,0.0,10,100.0
rotinas-datastage,tech/bigdata/data-engineering/dados-cadastrais-pj,main,1,1,0,0.0,1,100.0
rotinas-datastage,tech/bigdata/data-engineering/dados-cadastrais-pj,master,1,10,0,0.0,10,100.0
scr_crd_pf_ccr_ger_p7featccr,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,homolog,3,10,0,0.0,10,100.0
scr_crd_pf_ccr_ger_p7featccr,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,master,2,10,0,0.0,10,100.0
conversor-xml,tech/bigdata/data-engineering/acoes,main,1,2,0,0.0,2,100.0
ignite-enrichment-dag,analytics/plataforma-analytics/ignite/dags,development,2,10,0,0.0,10,100.0
ignite-enrichment-dag,analytics/plataforma-analytics/ignite/dags,homolog,2,10,0,0.0,10,100.0
ignite-enrichment-dag,analytics/plataforma-analytics/ignite/dags,main,2,10,0,0.0,10,100.0
ms-enrichment,tr_jbenvenuto,main,4,10,0,0.0,10,100.0
delinquency,tech/site-reliability-engineering/backoffice/batch,main,1,10,0,0.0,10,100.0
api-backoffice,tech/site-reliability-engineering/backoffice/onboarding,main,1,1,0,0.0,1,100.0
delinquency,backoffice/batch,development,2,10,0,0.0,10,100.0
delinquency,backoffice/batch,homolog,3,10,0,0.0,10,100.0
delinquency,backoffice/batch,main,3,10,0,0.0,10,100.0
correios-adapter,tech/site-reliability-engineering/recuperacao/negativacao-estrategica,main,2,10,0,0.0,10,100.0
api-c2o-integration,backoffice/onboarding,development,2,10,0,0.0,10,100.0
api-c2o-integration,backoffice/onboarding,homolog,2,10,0,0.0,10,100.0
api-c2o-integration,backoffice/onboarding,main,2,10,0,0.0,10,100.0
Auto Monitoring,tech/site-reliability-engineering/automacoes,main,1,1,0,0.0,1,100.0
correios-adapter,recuperacao/negativacao-estrategica,development,1,10,0,0.0,10,100.0
correios-adapter,recuperacao/negativacao-estrategica,homolog,1,10,0,0.0,10,100.0
correios-adapter,recuperacao/negativacao-estrategica,main,1,10,0,0.0,10,100.0
ignite-files-landing,analytics/plataforma-analytics/ignite/dags,development,3,10,0,0.0,10,100.0
