=== RELATÓRIO DE ADOÇÃO DE INTELIGÊNCIA ARTIFICIAL (Últimos 10 Commits) ===
Data de Geração: 02/10/2025 19:37:00
""
RESUMO POR PROJETO
Projeto,Grupo,Usuários Commits,Total Commits,Commits com IA,% IA,Commits sem IA,% sem IA,% do Total Geral
api-backoffice,tech/site-reliability-engineering/backoffice/onboarding,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_ccr_ger_p7featccr,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,3,11,0,0.0,11,100.0,0.0242
correios-adapter,tech/site-reliability-engineering/recuperacao/negativacao-estrategica,2,10,0,0.0,10,100.0,0.022
delinquency,backoffice/batch,3,20,0,0.0,20,100.0,0.044
ignite-enrichment-dag,analytics/plataforma-analytics/ignite/dags,2,10,0,0.0,10,100.0,0.022
api-c2o-integration,backoffice/onboarding,2,10,0,0.0,10,100.0,0.022
correios-adapter,recuperacao/negativacao-estrategica,1,10,0,0.0,10,100.0,0.022
ignite-files-landing,analytics/plataforma-analytics/ignite/dags,3,12,0,0.0,12,100.0,0.0264
Auto Monitoring,tech/site-reliability-engineering/automacoes,1,1,0,0.0,1,100.0,0.0022
relatorio-credito-produtos-sp,argocd,3,10,0,0.0,10,100.0,0.022
scr_fpd_pf_ccr_banc_calcard,analytics/plataforma-analytics/modelos-cea/customizado/first_payment_default/2025/pf,3,11,0,0.0,11,100.0,0.0242
rnd_rpr_pf_ger_ger_santander,analytics/plataforma-analytics/modelos-cea/customizado/renda_presumida/2025/pf,1,1,0,0.0,1,100.0,0.0022
scr_crd_pj_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pj,1,1,0,0.0,1,100.0,0.0022
recuperacao_pf,modelos-de-mercado,1,8,0,0.0,8,100.0,0.0176
relatorio-credito-pf-base-ejb,credit-services/relatorio-credito-pf/base,1,10,0,0.0,10,100.0,0.022
scr_crd_pf_ger_over_bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,3,9,0,0.0,9,100.0,0.0198
bvsas-sta-exchange-template,analytics/modelagem/ferramentas,1,10,0,0.0,10,100.0,0.022
Keying Linking,tech/bigdata/data-engineering/d2c,2,10,0,0.0,10,100.0,0.022
teste-cert-sinesio,tech/site-reliability-engineering/data/data-services,1,1,0,0.0,1,100.0,0.0022
test_fastlog,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
example-helm-values-minimal,tech/site-reliability-engineering,1,2,0,0.0,2,100.0,0.0044
scr_crd_pf_ger_fpdger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,3,8,0,0.0,8,100.0,0.0176
scr_crd_pf_ger_ger_santfin,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,2,11,0,0.0,11,100.0,0.0242
Qualys - ArgoCD Cronjobs,tech/site-reliability-engineering/devops-tools,1,10,0,0.0,10,100.0,0.022
job-ruler-communication,tech/site-reliability-engineering/marketing-services/bluebox/jobs,2,3,0,0.0,3,100.0,0.0066
relatorio-credito-pf-base-front,tech/site-reliability-engineering/credit-services/relatorio-credito-pf/base,2,10,0,0.0,10,100.0,0.022
Job ruler communication,marketing-services/bluebox/jobs,2,11,0,0.0,11,100.0,0.0242
serving-billing-data2-us,argocd,4,4,0,0.0,4,100.0,0.0088
test_template,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
scr_bhv_pf_ger_banc_bvs,analytics/plataforma-analytics/modelos-cea/mercado/behaviour/2025/pf,2,10,0,0.0,10,100.0,0.022
scpc-portal-ui,tech/site-reliability-engineering/recuperacao/negativacao-estrategica/scpc-notification,3,4,0,0.0,4,100.0,0.0088
scpc-portal-ui,recuperacao/negativacao-estrategica/scpc-notification,3,21,0,0.0,21,100.0,0.0462
Qualys - CronJobs Scan,tech/site-reliability-engineering/devops-tools,1,5,0,0.0,5,100.0,0.011
test_phtest,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
default_limite,analytics/plataforma-analytics/modelos-indicador/default,1,1,0,0.0,1,100.0,0.0022
test_indicar,analytics/plataforma-analytics/modelos-indicador/test,1,1,0,0.0,1,100.0,0.0022
test_limite,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
pipeline-dags-monitor,tech/bigdata/data-analytics/big-data-ops,5,13,0,0.0,13,100.0,0.0286
default_alerta,analytics/plataforma-analytics/modelos-indicador/default,4,14,0,0.0,14,100.0,0.0308
forge-images,konduto/mle,2,10,0,0.0,10,100.0,0.022
relatorio-credito-pf-base-bff,tech/site-reliability-engineering/credit-services/relatorio-credito-pf/base,1,10,0,0.0,10,100.0,0.022
relatorio-credito-pf-base-bff,tech/site-reliability-engineering/credit-services/relatorio-credito-pf/base/relatorio-credito-pf-base-bff1,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_vei_ger_p7vei,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,2,10,0,0.0,10,100.0,0.022
scr_crd_pf_ger_ger_jeittopropensaoej,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,1,1,0,0.0,1,100.0,0.0022
test_rnm15,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_csmdemo05,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
lib-design-system,recuperacao/negativacao-estrategica/scpc-notification/lib,2,11,0,0.0,11,100.0,0.0242
scr_crd_pf_ger_ger_consumidor,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,3,11,0,0.0,11,100.0,0.0242
Job Regua Comunicacao,marketing-services/bluebox/jobs,1,2,0,0.0,2,100.0,0.0044
scr_crd_pf_sta_deploy_v1114,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,2,11,0,0.0,11,100.0,0.0242
study_calcdefasagem,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
Composer Airflow D2C,tech/bigdata/platform,1,1,0,0.0,1,100.0,0.0022
default_vpmcpcdscacm,analytics/plataforma-analytics/modelos-indicador/default,1,1,0,0.0,1,100.0,0.0022
default_indicadores,analytics/plataforma-analytics/modelos-indicador/default,1,1,0,0.0,1,100.0,0.0022
test_csmdemo04,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
study_rock,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
serving-billing-api,tech/site-reliability-engineering/analytics/plataforma-analytics/ignite,4,10,0,0.0,10,100.0,0.022
backstage-tech-sp,argocd,1,1,0,0.0,1,100.0,0.0022
test_rnm14,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
relatorio-credito-pf-base-bff,credit-services/relatorio-credito-pf/base,2,10,0,0.0,10,100.0,0.022
relatorio-credito-pf-base,credit-services/relatorio-credito-pf,1,1,0,0.0,1,100.0,0.0022
relatorio-credito-pf-base-front,credit-services/relatorio-credito-pf/base,3,18,0,0.0,18,100.0,0.0396
scr_crd_pf_crp_ger_neon,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,2,11,0,0.0,11,100.0,0.0242
default_indicador,analytics/plataforma-analytics/modelos-indicador/default,1,1,0,0.0,1,100.0,0.0022
test_testtimmask,analytics/plataforma-analytics/modelos-externos/test,3,8,0,0.0,8,100.0,0.0176
scr_crd_pf_ger_ger_ceadigital,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,2,11,0,0.0,11,100.0,0.0242
scr_crd_pf_imo_ger_p7imob,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,3,7,0,0.0,7,100.0,0.0154
enrichment-billing,tech/site-reliability-engineering/analytics/plataforma-analytics/ignite,1,1,0,0.0,1,100.0,0.0022
forge-rq-dump-feats,konduto/mle,3,10,0,0.0,10,100.0,0.022
scr_crd_pf_ger_ger_p7mix,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,3,7,0,0.0,7,100.0,0.0154
serving-billing-api,analytics/plataforma-analytics/ignite,3,11,0,0.0,11,100.0,0.0242
serving-billing-lib,analytics/plataforma-analytics/ignite,3,9,0,0.0,9,100.0,0.0198
scr_crd_pf_ger_ger_powerscore7,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,1,1,0,0.0,1,100.0,0.0022
test_rnm13,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
ignite-management,tech/site-reliability-engineering/analytics/plataforma-analytics/ignite,1,1,0,0.0,1,100.0,0.0022
test_csmdemo03,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
di-template-lib,data/dados-inovacao/batch/templates,3,11,0,0.0,11,100.0,0.0242
scr_crd_pj_ger_ger_unicred,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pj,3,10,0,0.0,10,100.0,0.022
scr_crd_pf_ger_powerscore7_bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,4,8,0,0.0,8,100.0,0.0176
ignite-management,analytics/plataforma-analytics/ignite,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_ger_bvs_p7deploy,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,1,1,0,0.0,1,100.0,0.0022
metric-store-calculation,analytics/plataforma-analytics/metric-store,3,10,0,0.0,10,100.0,0.022
scr_crd_pf_ccr_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,1,1,0,0.0,1,100.0,0.0022
mle-tools,konduto/mle,1,1,0,0.0,1,100.0,0.0022
test_rnm12,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
job-comunicacao-expiracao-contrato,tech/site-reliability-engineering/marketing-services/bluebox/jobs,3,7,0,0.0,7,100.0,0.0154
test_rnm11,analytics/plataforma-analytics/modelos-cea/test,3,6,0,0.0,6,100.0,0.0132
test_rnm10,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_rnm9,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
ms-scpc-auth,recuperacao/negativacao-estrategica/scpc-notification,4,30,0,0.0,30,100.0,0.066
study_populacionais,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
test_csmdemo02,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
ms-scpc-auth,tech/site-reliability-engineering/recuperacao/negativacao-estrategica/scpc-notification,4,10,0,0.0,10,100.0,0.022
test_csmdemo01,analytics/plataforma-analytics/modelos-cea/test,3,9,0,0.0,9,100.0,0.0198
photon-template,analytics/modelagem/ferramentas,2,10,0,0.0,10,100.0,0.022
default_jovem,analytics/plataforma-analytics/modelos-indicador/default,1,1,0,0.0,1,100.0,0.0022
test_venvcreate,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_rnm7,analytics/plataforma-analytics/modelos-cea/test,3,8,0,0.0,8,100.0,0.0176
test_rnm6,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_rnm5,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_rnm4,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_rnm8,analytics/plataforma-analytics/modelos-cea/test,3,8,0,0.0,8,100.0,0.0176
test_rnm3,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
Ms Converter Correios,recuperacao/negativacao-estrategica/labs,1,1,0,0.0,1,100.0,0.0022
test_depltst,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_evdph,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_evd,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
metric-store-book,analytics/plataforma-analytics/metric-store,3,10,0,0.0,10,100.0,0.022
test_testecsmmkv2,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_tstcsmkt,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
metric-store-delivery,analytics/plataforma-analytics/metric-store,4,15,0,0.0,15,100.0,0.033
alerta-mercado-frontend,credit-services/define,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_ccr_ger_p7cc,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,2,10,0,0.0,10,100.0,0.022
default_polprequalpj,analytics/plataforma-analytics/modelos-indicador/default,3,11,0,0.0,11,100.0,0.0242
Forge-ModelTrain,konduto/mle,3,10,0,0.0,10,100.0,0.022
scr_crd_pf_ger_ger_var,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,4,11,0,0.0,11,100.0,0.0242
test_vagner123,analytics/plataforma-analytics/modelos-indicador/test,1,1,0,0.0,1,100.0,0.0022
bvs-dataflow2-deletion_scheduled-10123,tech/architecture/terraform-modules-group,2,4,0,0.0,4,100.0,0.0088
di-representante-legal,data/dados-inovacao/batch,3,13,0,0.0,13,100.0,0.0286
rnd_crd_pf_ger_ger_itauv2,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,2,11,0,0.0,11,100.0,0.0242
study_secondproject,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
scr_crd_pj_sta_deploy_v16,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pj,3,8,0,0.0,8,100.0,0.0176
test_meuteste,analytics/plataforma-analytics/modelos-indicador/test,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_ger_ger_teste,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,1,1,0,0.0,1,100.0,0.0022
study_estudoesteira,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
relatorio-credito-pj-services,tech/site-reliability-engineering/credit-services/relatorio-credito-pj,2,10,0,0.0,10,100.0,0.022
bff-ic-box-if,tech/site-reliability-engineering/credit-services/icbox,4,10,0,0.0,10,100.0,0.022
scr_crd_pf_ger_ger_ailos,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,1,1,0,0.0,1,100.0,0.0022
job-recriptografia,tech/site-reliability-engineering/marketing-services/bluebox/jobs,3,6,0,0.0,6,100.0,0.0132
report-platform-indicadores-quimera,tech/site-reliability-engineering/report-platform/data-services,2,10,0,0.0,10,100.0,0.022
fortify-automation,estruturantes/devsecjourney/cockpit,1,10,0,0.0,10,100.0,0.022
mf-filter-model,tech/site-reliability-engineering/analytics/monitoramento,2,2,0,0.0,2,100.0,0.0044
study_firstproject,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
relatorio-credito-pj-services,credit-services/relatorio-credito-pj,2,10,0,0.0,10,100.0,0.022
report-platform-indicadores-quimera,report-platform/data-services,4,15,0,0.0,15,100.0,0.033
rnd_aff_pf_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/aff/2025/pf,2,11,0,0.0,11,100.0,0.0242
scr_bhv_pf_ger_ger_bradescocomportamental,analytics/plataforma-analytics/modelos-cea/customizado/behaviour/2025/pf,1,1,0,0.0,1,100.0,0.0022
SERVICE - IC BOX,credit-services/icbox,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_vei_ger_honda,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,1,1,0,0.0,1,100.0,0.0022
scr_affordability_pf_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/affordability/2025/pf,1,1,0,0.0,1,100.0,0.0022
Composer Airflow DI,tech/bigdata/platform,1,1,0,0.0,1,100.0,0.0022
test_ammv1,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_ammv0,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
ingress-gateway-negativacao-estrategica,tech/site-reliability-engineering/recuperacao/negativacao-estrategica,2,2,0,0.0,2,100.0,0.0044
protestos-batch,tech/bigdata/data-engineering/protestos,1,1,0,0.0,1,100.0,0.0022
cluster-auto-stop-notifications,tech/site-reliability-engineering/automacoes,1,1,0,0.0,1,100.0,0.0022
front-ic-box-if,tech/site-reliability-engineering/credit-services/icbox,3,10,0,0.0,10,100.0,0.022
ic-flex-if-service,tech/site-reliability-engineering/credit-services/Interconnect-flex-if,2,10,0,0.0,10,100.0,0.022
scr_crd_pf_ccr_ger_casasbahia,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,1,1,0,0.0,1,100.0,0.0022
relatorio-credito-pf-telco-api,tech/site-reliability-engineering/credit-services/relatorio-credito-telco,1,1,0,0.0,1,100.0,0.0022
default_icvarejosoftlmt,analytics/plataforma-analytics/modelos-indicador/default,3,7,0,0.0,7,100.0,0.0154
default_icvarejohardlmt,analytics/plataforma-analytics/modelos-indicador/default,3,7,0,0.0,7,100.0,0.0154
ic-flex-if-service,tech/site-reliability-engineering/credit-services/interconnect,1,2,0,0.0,2,100.0,0.0044
RPA0002-DISPATCHER-GENERICO,backoffice/rpa/uipath-ebv,1,1,0,0.0,1,100.0,0.0022
RPA0012-EBV-DP-ORQUESTRADOR-APROVAR,backoffice/rpa/uipath-ebv,1,1,0,0.0,1,100.0,0.0022
RPA0012-EBV-DP-ORQUESTRADOR-CRIAR,backoffice/rpa/uipath-ebv,1,1,0,0.0,1,100.0,0.0022
default_icvarejosoft,analytics/plataforma-analytics/modelos-indicador/default,3,7,0,0.0,7,100.0,0.0154
scr_crd_pf_ger_varejo_santander,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,3,8,0,0.0,8,100.0,0.0176
scr_crd_pf_ger_ger_vivo,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,1,1,0,0.0,1,100.0,0.0022
photon-efx-template,analytics/modelagem/ferramentas,2,5,0,0.0,5,100.0,0.011
metric-store-service-layer-cpf,analytics/plataforma-analytics/metric-store,2,14,0,0.0,14,100.0,0.0308
default_icvarejohard,analytics/plataforma-analytics/modelos-indicador/default,3,8,0,0.0,8,100.0,0.0176
calc-vps-geo,analytics/plataforma-analytics/bvsas/cea-hist-feature-store,2,10,0,0.0,10,100.0,0.022
jira-cronjob-data2-us,argocd,1,1,0,0.0,1,100.0,0.0022
gitlab-report,tech/site-reliability-engineering/tech/site-reliability-engineering/automacoes,2,10,0,0.0,10,100.0,0.022
scr_aff_pf_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/aff/2025/pf,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_ccr_ger_carrefour,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,3,7,0,0.0,7,100.0,0.0154
scr_crd_pf_ger_ger_santandervarejo,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,1,1,0,0.0,1,100.0,0.0022
inferencia_negados_pelo_positivo,modelos-de-mercado,1,2,0,0.0,2,100.0,0.0044
api-edh,tech/site-reliability-engineering/backoffice/onboarding,3,3,0,0.0,3,100.0,0.0066
scr_prp_pf_ger_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/propensao/2025/pf,1,1,0,0.0,1,100.0,0.0022
test_testemodelagem,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
test_cosmodemo03,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
relatorio-credito-pf-telco-frontend,tech/site-reliability-engineering/credit-services/relatorio-credito-pf/relatorio-credito-pf-telco,2,6,0,0.0,6,100.0,0.0132
test_cosmodemo02,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
post-mortem-ai-backend,tech/site-reliability-engineering/tech/site-reliability-engineering/automacoes/post-mortem-ai,2,7,0,0.0,7,100.0,0.0154
test_cosmodemo01,analytics/plataforma-analytics/modelos-cea/test,3,7,0,0.0,7,100.0,0.0154
scr_prp_pf_dem_ger_bvs,analytics/plataforma-analytics/modelos-cea/mercado/propensao/2025/pf,1,1,0,0.0,1,100.0,0.0022
relatorio-credito-pf-telco-api,tech/site-reliability-engineering/credit-services/relatorio-credito-pf/relatorio-credito-pf-telco,2,10,0,0.0,10,100.0,0.022
post-mortem-ai-tech-sp,argocd,1,1,0,0.0,1,100.0,0.0022
BFF - IC BOX,credit-services/icbox,3,11,0,0.0,11,100.0,0.0242
report-platform-auth-server-produtos-sp,argocd,1,1,0,0.0,1,100.0,0.0022
FRONT - IC BOX IF,credit-services/icbox,3,20,0,0.0,20,100.0,0.044
relatorio-credito-pf-telco-frontend,credit-services/relatorio-credito-telco,1,1,0,0.0,1,100.0,0.0022
relatorio-credito-pf-telco-frontend,credit-services/relatorio-credito-pf/relatorio-credito-pf-telco,2,11,0,0.0,11,100.0,0.0242
relatorio-credito-pf-telco-api,credit-services/relatorio-credito-pf/relatorio-credito-pf-telco,2,13,0,0.0,13,100.0,0.0286
aeb-fms-jira,tech/site-reliability-engineering/analytics/plataforma-analytics,2,4,0,0.0,4,100.0,0.0088
test_csmdemo06,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
post-mortem-ai-backend,tech/site-reliability-engineering/automacoes/post-mortem-ai,2,11,0,0.0,11,100.0,0.0242
Export Project-deleted-10041,credit-services/interconnect-flex-if,1,2,0,0.0,2,100.0,0.0044
scr_crd_pf_ger_tstaud_v1,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,1,1,0,0.0,1,100.0,0.0022
Roberto Queiroz Legacy,konduto,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_sta_deploy_v15,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,1,1,0,0.0,1,100.0,0.0022
aeb-fms-jira,analytics/plataforma-analytics,3,3,0,0.0,3,100.0,0.0066
study_monitoramento,analytics/plataforma-analytics/modelos-cea/study,1,1,0,0.0,1,100.0,0.0022
IC,credit-services/interconnect/interconnect-flex,1,1,0,0.0,1,100.0,0.0022
BFF - IC Flex Varejo,credit-services/interconnect/interconnect-flex/ic-flex-varejo,1,1,0,0.0,1,100.0,0.0022
FRONT - IC Flex Varejo,credit-services/interconnect/interconnect-flex/ic-flex-varejo,1,1,0,0.0,1,100.0,0.0022
scr_rec_pf_ger_ger_181360,analytics/plataforma-analytics/modelos-cea/mercado/recuperacao_collection/2025/pf,1,1,0,0.0,1,100.0,0.0022
DELETAR - IC Flex IF-deleted-10029,credit-services/interconnect/interconnect-flex,1,1,0,0.0,1,100.0,0.0022
scr_rec_pf_ger_91a180_bvs,analytics/plataforma-analytics/modelos-cea/mercado/recuperacao_collection/2025/pf,1,1,0,0.0,1,100.0,0.0022
test_debugwidgets,analytics/plataforma-analytics/modelos-cea/test,1,1,0,0.0,1,100.0,0.0022
scr_rec_pf_ger_6190_bvs,analytics/plataforma-analytics/modelos-cea/mercado/recuperacao_collection/2025/pf,1,1,0,0.0,1,100.0,0.0022
scr_crd_pf_ger_ger_unicred,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,2,11,0,0.0,11,100.0,0.0242
DELETAR - IC Flex Varejo-deleted-10025,credit-services/interconnect/interconnect-flex,1,2,0,0.0,2,100.0,0.0044
scr_crd_pf_sta_deploy_v1113,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,2,11,0,0.0,11,100.0,0.0242
kpi-monitoring,data/dados-bvs/app,2,3,0,0.0,3,100.0,0.0066
bvsas-template-cosmo,analytics/plataforma-analytics/bvsas,1,10,0,0.0,10,100.0,0.022
bigtable-emulator-data2-us,argocd,4,8,0,0.0,8,100.0,0.0176
scr_crd_pf_ger_ger_itaucf,analytics/plataforma-analytics/modelos-cea/customizado/credito/2025/pf,1,1,0,0.0,1,100.0,0.0022
default_rnkfatposv6,analytics/plataforma-analytics/modelos-indicador/default,3,8,0,0.0,8,100.0,0.0176
template-fastapi,analytics/plataforma-analytics/metric-store,1,10,0,0.0,10,100.0,0.022
bigtable-emulator,tech/site-reliability-engineering/analytics/plataforma-analytics,1,6,0,0.0,6,100.0,0.0132
bigtable-emulator,tech/site-reliability-engineering/analytics,2,10,0,0.0,10,100.0,0.022
scr_crd_pf_deploy_pnm_v2,analytics/plataforma-analytics/modelos-cea/mercado/credito/2025/pf,3,7,0,0.0,7,100.0,0.0154
Job Comunicacao Expiracao Contrato,marketing-services/bluebox/jobs,3,9,0,0.0,9,100.0,0.0198
scripts-pipelines,tech/site-reliability-engineering/recuperacao/negativacao-estrategica/pipelines,2,10,0,0.0,10,100.0,0.022
